Time	Object	Vector	Value
0.3	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
0.4	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
0.5	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
0.6	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
0.7	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
0.8	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
0.9	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.0	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.1	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.2	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.3	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.4	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.5	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.6	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.7	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.8	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
1.9	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.0	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.1	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.2	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.3	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.4	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.5	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.6	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.7	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.8	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
2.9	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.0	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.1	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.2	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.3	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.4	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.5	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.6	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.7	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.8	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
3.9	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.0	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.1	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.2	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.3	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.4	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.5	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.6	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.7	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.8	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
4.9	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.0	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.1	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.2	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.3	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.4	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.5	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.6	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.7	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.8	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
5.9	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.0	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.1	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.2	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.3	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.4	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.5	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.6	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.7	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.8	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
6.9	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.0	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.1	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.2	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.3	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.4	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.5	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.6	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.7	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.8	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
7.9	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
8.0	car[0].cellularNic.nrPhy	averageCqiDl 	10.000000
0.0	car[0].cellularNic.nrPhy	measuredSinrDl 	15.000000
0.1	car[0].cellularNic.nrPhy	measuredSinrDl 	14.990000
0.2	car[0].cellularNic.nrPhy	measuredSinrDl 	14.980000
0.3	car[0].cellularNic.nrPhy	measuredSinrDl 	14.970000
0.4	car[0].cellularNic.nrPhy	measuredSinrDl 	14.960000
0.5	car[0].cellularNic.nrPhy	measuredSinrDl 	14.950000
0.6	car[0].cellularNic.nrPhy	measuredSinrDl 	14.940000
0.7	car[0].cellularNic.nrPhy	measuredSinrDl 	14.930000
0.8	car[0].cellularNic.nrPhy	measuredSinrDl 	14.920000
0.9	car[0].cellularNic.nrPhy	measuredSinrDl 	14.910000
1.0	car[0].cellularNic.nrPhy	measuredSinrDl 	14.900000
1.1	car[0].cellularNic.nrPhy	measuredSinrDl 	14.890000
1.2	car[0].cellularNic.nrPhy	measuredSinrDl 	14.880000
1.3	car[0].cellularNic.nrPhy	measuredSinrDl 	14.870000
1.4	car[0].cellularNic.nrPhy	measuredSinrDl 	14.860000
1.5	car[0].cellularNic.nrPhy	measuredSinrDl 	14.850000
1.6	car[0].cellularNic.nrPhy	measuredSinrDl 	14.840000
1.7	car[0].cellularNic.nrPhy	measuredSinrDl 	14.830000
1.8	car[0].cellularNic.nrPhy	measuredSinrDl 	14.820000
1.9	car[0].cellularNic.nrPhy	measuredSinrDl 	14.810000
2.0	car[0].cellularNic.nrPhy	measuredSinrDl 	14.800000
2.1	car[0].cellularNic.nrPhy	measuredSinrDl 	14.790000
2.2	car[0].cellularNic.nrPhy	measuredSinrDl 	14.780000
2.3	car[0].cellularNic.nrPhy	measuredSinrDl 	14.770000
2.4	car[0].cellularNic.nrPhy	measuredSinrDl 	14.760000
2.5	car[0].cellularNic.nrPhy	measuredSinrDl 	14.750000
2.6	car[0].cellularNic.nrPhy	measuredSinrDl 	14.740000
2.7	car[0].cellularNic.nrPhy	measuredSinrDl 	14.730000
2.8	car[0].cellularNic.nrPhy	measuredSinrDl 	14.720000
2.9	car[0].cellularNic.nrPhy	measuredSinrDl 	14.710000
3.0	car[0].cellularNic.nrPhy	measuredSinrDl 	14.700000
3.1	car[0].cellularNic.nrPhy	measuredSinrDl 	14.690000
3.2	car[0].cellularNic.nrPhy	measuredSinrDl 	14.680000
3.3	car[0].cellularNic.nrPhy	measuredSinrDl 	14.670000
3.4	car[0].cellularNic.nrPhy	measuredSinrDl 	14.660000
3.5	car[0].cellularNic.nrPhy	measuredSinrDl 	14.650000
3.6	car[0].cellularNic.nrPhy	measuredSinrDl 	14.640000
3.7	car[0].cellularNic.nrPhy	measuredSinrDl 	14.630000
3.8	car[0].cellularNic.nrPhy	measuredSinrDl 	14.620000
3.9	car[0].cellularNic.nrPhy	measuredSinrDl 	14.610000
4.0	car[0].cellularNic.nrPhy	measuredSinrDl 	14.600000
4.1	car[0].cellularNic.nrPhy	measuredSinrDl 	14.590000
4.2	car[0].cellularNic.nrPhy	measuredSinrDl 	14.580000
4.3	car[0].cellularNic.nrPhy	measuredSinrDl 	14.570000
4.4	car[0].cellularNic.nrPhy	measuredSinrDl 	14.560000
4.5	car[0].cellularNic.nrPhy	measuredSinrDl 	14.550000
4.6	car[0].cellularNic.nrPhy	measuredSinrDl 	14.540000
4.7	car[0].cellularNic.nrPhy	measuredSinrDl 	14.530000
4.8	car[0].cellularNic.nrPhy	measuredSinrDl 	14.520000
4.9	car[0].cellularNic.nrPhy	measuredSinrDl 	14.510000
5.0	car[0].cellularNic.nrPhy	measuredSinrDl 	14.500000
5.1	car[0].cellularNic.nrPhy	measuredSinrDl 	14.490000
5.2	car[0].cellularNic.nrPhy	measuredSinrDl 	14.480000
5.3	car[0].cellularNic.nrPhy	measuredSinrDl 	14.470000
5.4	car[0].cellularNic.nrPhy	measuredSinrDl 	14.460000
5.5	car[0].cellularNic.nrPhy	measuredSinrDl 	14.450000
5.6	car[0].cellularNic.nrPhy	measuredSinrDl 	14.440000
5.7	car[0].cellularNic.nrPhy	measuredSinrDl 	14.430000
5.8	car[0].cellularNic.nrPhy	measuredSinrDl 	14.420000
5.9	car[0].cellularNic.nrPhy	measuredSinrDl 	14.410000
6.0	car[0].cellularNic.nrPhy	measuredSinrDl 	14.400000
6.1	car[0].cellularNic.nrPhy	measuredSinrDl 	14.390000
6.2	car[0].cellularNic.nrPhy	measuredSinrDl 	14.380000
6.3	car[0].cellularNic.nrPhy	measuredSinrDl 	14.370000
6.4	car[0].cellularNic.nrPhy	measuredSinrDl 	14.360000
6.5	car[0].cellularNic.nrPhy	measuredSinrDl 	14.350000
6.6	car[0].cellularNic.nrPhy	measuredSinrDl 	14.340000
6.7	car[0].cellularNic.nrPhy	measuredSinrDl 	14.330000
6.8	car[0].cellularNic.nrPhy	measuredSinrDl 	14.320000
6.9	car[0].cellularNic.nrPhy	measuredSinrDl 	14.310000
7.0	car[0].cellularNic.nrPhy	measuredSinrDl 	14.300000
7.1	car[0].cellularNic.nrPhy	measuredSinrDl 	14.290000
7.2	car[0].cellularNic.nrPhy	measuredSinrDl 	14.280000
7.3	car[0].cellularNic.nrPhy	measuredSinrDl 	14.270000
7.4	car[0].cellularNic.nrPhy	measuredSinrDl 	14.260000
7.5	car[0].cellularNic.nrPhy	measuredSinrDl 	14.250000
7.6	car[0].cellularNic.nrPhy	measuredSinrDl 	14.240000
7.7	car[0].cellularNic.nrPhy	measuredSinrDl 	14.230000
7.8	car[0].cellularNic.nrPhy	measuredSinrDl 	14.220000
7.9	car[0].cellularNic.nrPhy	measuredSinrDl 	14.210000
8.0	car[0].cellularNic.nrPhy	measuredSinrDl 	14.200000
0.0	car[0].cellularNic.nrPhy	measuredSinrUl 	14.000000
0.1	car[0].cellularNic.nrPhy	measuredSinrUl 	13.990000
0.2	car[0].cellularNic.nrPhy	measuredSinrUl 	13.980000
0.3	car[0].cellularNic.nrPhy	measuredSinrUl 	13.970000
0.4	car[0].cellularNic.nrPhy	measuredSinrUl 	13.960000
0.5	car[0].cellularNic.nrPhy	measuredSinrUl 	13.950000
0.6	car[0].cellularNic.nrPhy	measuredSinrUl 	13.940000
0.7	car[0].cellularNic.nrPhy	measuredSinrUl 	13.930000
0.8	car[0].cellularNic.nrPhy	measuredSinrUl 	13.920000
0.9	car[0].cellularNic.nrPhy	measuredSinrUl 	13.910000
1.0	car[0].cellularNic.nrPhy	measuredSinrUl 	13.900000
1.1	car[0].cellularNic.nrPhy	measuredSinrUl 	13.890000
1.2	car[0].cellularNic.nrPhy	measuredSinrUl 	13.880000
1.3	car[0].cellularNic.nrPhy	measuredSinrUl 	13.870000
1.4	car[0].cellularNic.nrPhy	measuredSinrUl 	13.860000
1.5	car[0].cellularNic.nrPhy	measuredSinrUl 	13.850000
1.6	car[0].cellularNic.nrPhy	measuredSinrUl 	13.840000
1.7	car[0].cellularNic.nrPhy	measuredSinrUl 	13.830000
1.8	car[0].cellularNic.nrPhy	measuredSinrUl 	13.820000
1.9	car[0].cellularNic.nrPhy	measuredSinrUl 	13.810000
2.0	car[0].cellularNic.nrPhy	measuredSinrUl 	13.800000
2.1	car[0].cellularNic.nrPhy	measuredSinrUl 	13.790000
2.2	car[0].cellularNic.nrPhy	measuredSinrUl 	13.780000
2.3	car[0].cellularNic.nrPhy	measuredSinrUl 	13.770000
2.4	car[0].cellularNic.nrPhy	measuredSinrUl 	13.760000
2.5	car[0].cellularNic.nrPhy	measuredSinrUl 	13.750000
2.6	car[0].cellularNic.nrPhy	measuredSinrUl 	13.740000
2.7	car[0].cellularNic.nrPhy	measuredSinrUl 	13.730000
2.8	car[0].cellularNic.nrPhy	measuredSinrUl 	13.720000
2.9	car[0].cellularNic.nrPhy	measuredSinrUl 	13.710000
3.0	car[0].cellularNic.nrPhy	measuredSinrUl 	13.700000
3.1	car[0].cellularNic.nrPhy	measuredSinrUl 	13.690000
3.2	car[0].cellularNic.nrPhy	measuredSinrUl 	13.680000
3.3	car[0].cellularNic.nrPhy	measuredSinrUl 	13.670000
3.4	car[0].cellularNic.nrPhy	measuredSinrUl 	13.660000
3.5	car[0].cellularNic.nrPhy	measuredSinrUl 	13.650000
3.6	car[0].cellularNic.nrPhy	measuredSinrUl 	13.640000
3.7	car[0].cellularNic.nrPhy	measuredSinrUl 	13.630000
3.8	car[0].cellularNic.nrPhy	measuredSinrUl 	13.620000
3.9	car[0].cellularNic.nrPhy	measuredSinrUl 	13.610000
4.0	car[0].cellularNic.nrPhy	measuredSinrUl 	13.600000
4.1	car[0].cellularNic.nrPhy	measuredSinrUl 	13.590000
4.2	car[0].cellularNic.nrPhy	measuredSinrUl 	13.580000
4.3	car[0].cellularNic.nrPhy	measuredSinrUl 	13.570000
4.4	car[0].cellularNic.nrPhy	measuredSinrUl 	13.560000
4.5	car[0].cellularNic.nrPhy	measuredSinrUl 	13.550000
4.6	car[0].cellularNic.nrPhy	measuredSinrUl 	13.540000
4.7	car[0].cellularNic.nrPhy	measuredSinrUl 	13.530000
4.8	car[0].cellularNic.nrPhy	measuredSinrUl 	13.520000
4.9	car[0].cellularNic.nrPhy	measuredSinrUl 	13.510000
5.0	car[0].cellularNic.nrPhy	measuredSinrUl 	13.500000
5.1	car[0].cellularNic.nrPhy	measuredSinrUl 	13.490000
5.2	car[0].cellularNic.nrPhy	measuredSinrUl 	13.480000
5.3	car[0].cellularNic.nrPhy	measuredSinrUl 	13.470000
5.4	car[0].cellularNic.nrPhy	measuredSinrUl 	13.460000
5.5	car[0].cellularNic.nrPhy	measuredSinrUl 	13.450000
5.6	car[0].cellularNic.nrPhy	measuredSinrUl 	13.440000
5.7	car[0].cellularNic.nrPhy	measuredSinrUl 	13.430000
5.8	car[0].cellularNic.nrPhy	measuredSinrUl 	13.420000
5.9	car[0].cellularNic.nrPhy	measuredSinrUl 	13.410000
6.0	car[0].cellularNic.nrPhy	measuredSinrUl 	13.400000
6.1	car[0].cellularNic.nrPhy	measuredSinrUl 	13.390000
6.2	car[0].cellularNic.nrPhy	measuredSinrUl 	13.380000
6.3	car[0].cellularNic.nrPhy	measuredSinrUl 	13.370000
6.4	car[0].cellularNic.nrPhy	measuredSinrUl 	13.360000
6.5	car[0].cellularNic.nrPhy	measuredSinrUl 	13.350000
6.6	car[0].cellularNic.nrPhy	measuredSinrUl 	13.340000
6.7	car[0].cellularNic.nrPhy	measuredSinrUl 	13.330000
6.8	car[0].cellularNic.nrPhy	measuredSinrUl 	13.320000
6.9	car[0].cellularNic.nrPhy	measuredSinrUl 	13.310000
7.0	car[0].cellularNic.nrPhy	measuredSinrUl 	13.300000
7.1	car[0].cellularNic.nrPhy	measuredSinrUl 	13.290000
7.2	car[0].cellularNic.nrPhy	measuredSinrUl 	13.280000
7.3	car[0].cellularNic.nrPhy	measuredSinrUl 	13.270000
7.4	car[0].cellularNic.nrPhy	measuredSinrUl 	13.260000
7.5	car[0].cellularNic.nrPhy	measuredSinrUl 	13.250000
7.6	car[0].cellularNic.nrPhy	measuredSinrUl 	13.240000
7.7	car[0].cellularNic.nrPhy	measuredSinrUl 	13.230000
7.8	car[0].cellularNic.nrPhy	measuredSinrUl 	13.220000
7.9	car[0].cellularNic.nrPhy	measuredSinrUl 	13.210000
8.0	car[0].cellularNic.nrPhy	measuredSinrUl 	13.200000
0.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	15.000000
0.1	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.990000
0.2	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.980000
0.3	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.970000
0.4	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.960000
0.5	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.950000
0.6	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.940000
0.7	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.930000
0.8	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.920000
0.9	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.910000
1.0	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.900000
1.1	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.890000
1.2	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.880000
1.3	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.870000
1.4	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.860000
1.5	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.850000
1.6	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.840000
1.7	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.830000
1.8	car[0].cellularNic.nrPhy	rcvdSinrDl 	14.820000
